address,score,rank,relativeScore,daos,proposals,votes,isSmartContract,isActive_in_Daos,list_no
0x5e23d08324f017d5425e59a2782c9ae27ace0958,361.63,1,100.0,1,1595,0,No,True,1
0xd9293636ee3aa663fc563adb0912b0705dafb62c,325.84,2,100.0,128,12,3860,No,True,1
0x40938d09b4a2a40b6538f7a8f77fc1971f8cef54,254.22,3,100.0,6,652,0,No,False,1
0xd03ad690ed8065edfdc1e08197a3ebc71535a7ff,171.33,6,100.0,120,0,1691,No,True,1
0x88f659b4b6d5614b991c6404b34f821e10390ec0,172.37,5,100.0,75,1,1321,No,True,1
0x724061efdfef4a421e8be05133ad24922d07b5bf,160.94,8,100.0,2,487,1,No,True,1
0x8eef779818afa953b0652e45438423ebe089f55a,154.28,9,100.0,93,18,1403,No,True,1
0xe15528f5a49f099aaa24fe82ca99836d4a418f1a,147.13,11,100.0,1,858,0,Yes,True,1
0xc0882631627786eea84a851f66cdd1c0a070ea28,162.02,7,100.0,41,0,989,No,True,1
0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9,144.1,13,100.0,112,8,1446,No,True,1
0x38daea6f17e4308b0da9647db9ca6d84a3a7e195,144.95,12,100.0,104,1,1453,No,True,1
0x413a9c69df59288ef9a7ebe78a2033dd2f3e1af3,127.77,19,100.0,44,0,1228,No,True,1
0xa8c4e3ce1743d0f2a6c227548c982a7c40569940,127.33,20,100.0,85,0,1332,No,True,1
0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,142.14,14,100.0,1,334,0,No,True,1
0xc9a25adcf11fc7e6fc8d419f4d4c861b8d57ef37,132.93,15,100.0,1,327,0,No,False,1
0xc54a6c3778016b06cbd126ccc3b5bc06c5f666fb,131.73,16,100.0,53,2,1371,No,True,1
0x24749aedf18208ab74a8110e07e820286bb5acf8,123.79,23,100.0,73,1,1008,No,True,1
0x06c4865ab16c9c760622f19a313a2e637e2e66a2,128.25,17,100.0,60,0,1365,No,True,1
0xab7b49bacd43bd4cfa41433d477f690bb9e1fb26,125.65,22,100.0,103,1,1069,No,True,1
0x896002e29fe4cda28a3ae139b0bf7bac26b33a8c,121.06,25,100.0,70,13,1217,No,True,1
0x76e4f864bbeb60bee66ff5bbcd32decaf7fbde71,121.76,24,100.0,82,0,1084,No,True,1
0x2ea5e9e452f85f55be47504153f25740a5f3d78a,126.82,21,100.0,87,0,1133,No,True,1
0xfa93c9a95727268b88ff77b5396ed3b8b59a1ba1,115.28,26,100.0,37,0,974,No,True,1
0xab888291f4127352b655fd476f64ac2ebfb8fe76,114.68,27,100.0,94,0,964,No,True,1
0x1ccb144b700ec726d37db38c617e154de6d9c0d0,108.44,30,100.0,109,0,1226,No,True,1
0x48b576c87e788a762d6f95a456f2a39113b46950,108.22,32,100.0,83,0,1150,No,True,1
0xf4a2a0015292d23ac8018f0252764c5cb296e434,108.27,31,100.0,50,4,837,No,True,1
0xb9b93bf2db3678b010e71ef701d763aee144e93e,107.06,33,100.0,114,1,1190,No,True,1
0x3f5d2058971dfd0103e3bf5e423620b5a42db357,109.25,29,100.0,65,2,1019,No,True,1
0x01fede4bb0f06ca47735be98b7a083a60c087a7d,102.49,40,100.0,32,0,846,No,True,1
0x5566b3e5fc300a1b28c214b49a5950c34d00eb33,102.53,38,100.0,1,490,2,Yes,True,1
0x74264aa892c5c4b596b91f961b1387f94ef3d5a1,102.73,37,100.0,56,0,800,No,True,1
0x13dda63c28bb95fe9822fea43ad5feaa966636a9,102.53,39,100.0,69,0,942,No,True,1
0xd31a84c20bc430ad75e6a1903e7ddbee52211072,107.03,34,100.0,94,0,846,No,True,1
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,104.55,35,100.0,39,195,492,No,True,1
0x83c9440dc34da00c47a0d4dc2b598d7bdb1b53f7,101.56,42,100.0,107,0,1228,No,True,1
0x97432c12ea8c957c3ae2d59c9953cf8df9cbc5b0,103.32,36,100.0,64,4,1106,No,True,1
0x70b7454d7ba86666e9d29b551f2603a6acc8daac,98.11,46,100.0,57,0,826,No,True,1
0xd7b26011e6eb5857a6251da1f77e9f3d8aac4489,100.86,43,100.0,82,1,925,No,True,1
0xaff17968fd266b1cbf69c19b8be90fc167d8d3ef,114.06,28,100.0,20,0,696,No,True,1
0x44087c57add67bf4672dd6702869dcf4b97ad850,97.68,50,100.0,62,0,943,No,True,1
0x9ae6b470d238a4ab42cac5feb27caa5a19f89510,94.19,60,100.0,59,0,798,No,True,1
0xc8d78cd2b119c6ad149bcdf0a297d63ffede1960,97.77,49,100.0,16,0,622,No,True,1
0x77d4d7ed546b19077720eda2be8c847a1c358125,97.81,48,100.0,78,0,934,No,True,1
0x05f7f81ef8b158be44b96a3a3bd5351bdf28946c,96.26,53,100.0,69,1,800,No,True,1
0x5244736b3a8f898149ae33f013126a20ce7abc62,93.94,62,100.0,59,7,943,No,True,1
0xce68b1394ed29ecaa6974536244d1d2aad4a2745,95.4,55,100.0,55,2,927,No,True,1
0xab3f34994048c2714cf403fdbe38ef8bee79b4bd,91.83,69,100.0,58,0,771,No,True,1
0x1c85d6ae1336d0e4e3f165bbfa9641bfa04cedb1,97.85,47,100.0,74,0,931,No,True,1
0x70ddb5abf21202602b57f4860ee1262a594a0086,99.23,44,100.0,84,0,997,No,True,1
0x88441dcd4bc985965e69ecf5a454b04dc84ed876,91.4,71,100.0,52,0,776,No,True,1
0xb957dccaa1ccfb1eb78b495b499801d591d8a403,98.11,45,100.0,64,0,761,No,True,1
0x3da952ccef2b63bf708f7f78a0ed333faa5cdaf7,89.06,84,100.0,46,0,749,No,True,1
0x95d8bc3ebcec8a8f2d3bdafe141ea118fbd7ca3f,90.97,72,100.0,52,0,767,No,True,1
0x670f2a946f731c6a1aede41f27f2fd4a378abb5d,88.63,87,100.0,46,0,746,No,True,1
0xb5b44c678659035cb6ff87e9f1393b54a4d0a335,89.16,83,100.0,45,0,753,No,True,1
0x7d55507f7d96b373706c0131fffbc4ffdcb3b6f6,96.41,52,100.0,40,4,736,No,True,1
0xb44ac514588be99870220d12120815bc3d349507,97.67,51,100.0,44,2,982,No,True,1
0x245b0a88060d9e992e7950922c86fea91dd40fde,89.9,78,100.0,50,0,756,No,True,1
0x0ff9b6ab6ec58ceb6d5ae8a1690dd5a0959ad002,94.63,57,100.0,73,0,932,No,True,1
0x4a27bfd91b30efaf08706d2105e5d8a1ad09ff0c,102.15,41,100.0,12,0,651,No,True,1
0x1708c67f9d3095c92ddcf92e920f11a0ab64ed53,92.38,66,100.0,51,1,636,No,True,1
0xa1118d2663d83857e858f12a9ce29d8faa2ef62f,88.69,85,100.0,46,0,745,No,True,1
0x344b1e4ac175f16d3ba40a688ca928e3768e275a,94.28,58,100.0,77,0,940,No,True,1
0xcfbf79a75a35baa595b7e0d376c87fa47f6ef3da,87.62,95,100.0,6,274,264,No,False,1
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,90.42,74,100.0,79,2,912,No,True,1
0x0426b2f8e43deb95ad7a840f8c2a517ee33c6fb1,88.25,89,100.0,44,0,747,No,True,1
0x17ebee050c312567ad0038c0a703779401cb0fe0,90.29,75,100.0,65,1,816,No,True,1
0x843146d71d57af0e731f85db1f094643776c8e91,90.17,77,100.0,18,0,573,No,True,1
0x281ad9f2138ec59c3a9e7e4c98728c93eed868af,95.03,56,100.0,24,0,553,No,True,1
0x608109470afc9857561f9e33a3efbe2547902302,87.84,93,100.0,44,0,738,No,True,1
0xdc9c5e34959ec3643af1e1d34a83d6b251aab1ef,94.26,59,100.0,51,0,697,No,True,1
0x2a06913d5b8748b222e1236768c24ca19198b374,89.85,79,100.0,87,1,695,No,True,1
0x9ba6baa919bac9acd901df3bfde848fe006d3cae,92.96,63,100.0,71,0,948,No,True,1
0xf55c02b021f91752521c0cb74303565f25baccb1,87.89,92,100.0,73,1,808,No,True,1
0x40a82a3ac2bb08e82133e25cbc6ca128dc7162aa,94.04,61,100.0,40,0,604,No,True,1
0x5acad6e75bf6ddd63ad5d88dbc9852ba401d8d02,86.94,99,100.0,44,0,735,No,True,1
0x6cd2bbb806b308c9c9792bbb6d803fe8d0eede75,90.82,73,100.0,16,10,553,No,True,1
0xccb5d53c4721c008a65cc02f5df10a9ce67c6044,87.28,97,100.0,43,0,737,No,True,1
0x078ad5270b0240d8529f600f35a271fc6e2b2bd8,86.2,102,100.0,64,8,883,No,True,1
0xbd2a18df237c018e856dc88c720f9d99d82b086d,88.37,88,100.0,407,0,716,No,True,1
0x1982bd37e91fd7a8c88805e9a7aa009fa804b1f9,88.67,86,100.0,37,0,607,No,True,1
0x328adb38154da8f93ce0ffc47c26055e1975299b,91.86,68,100.0,65,7,717,No,True,1
0x9261fb273d1accbe2f15df1c254e7fcc971468ac,88.2,90,100.0,17,0,529,No,True,1
0x71c9137eb29ce52e7bdab9ee5cac25208f910665,92.32,67,100.0,5,0,579,No,True,1
0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,89.82,80,100.0,86,0,766,No,True,1
0x856dc4a12f08afa49f42b52f81769a96505f312c,83.06,117,100.0,48,0,759,No,True,1
0x32791bbc7ddc9d0e6bd914f3b7f73747132a3a5b,86.74,100,100.0,64,0,774,No,True,1
0xc56618e14dc795d0a3aef77cfc9f3b1dba2514c6,96.01,54,100.0,30,2,602,No,True,1
0x44091c26a36c2a08b7e6e9a288136fdee3b05674,83.36,116,100.0,6,212,134,No,True,1
0xbda0136ea391e24a938793972726f8763150c7c3,89.53,82,100.0,71,0,905,No,True,1
0x7683c36e3067ad69e2ac06ddb21250eaf4e4ffed,92.79,64,100.0,18,0,574,No,True,1
0xdd7724eff52c6ec5f2f7649eadd5025d890b3690,85.96,104,100.0,57,6,927,No,True,1
0x50e70c43a5dd812e2309eacea61348041011b4ba,83.97,111,100.0,2,242,0,No,True,1
0x71213a9c9504e406d3242436a4bf69c6bfe74461,82.27,119,100.0,60,9,846,No,True,1
0x8f2a0c6bdd5c1f61552558d2c0d2afe6d3dc5272,81.99,121,100.0,55,9,845,No,True,1
0x707d306714ff28560f32bf9dae973bd33cd851c5,87.52,96,100.0,63,0,874,No,True,1
0x7558899d8109d8a2ce457837ade56c3d6ebfe90d,84.37,110,100.0,75,0,995,No,True,1
0x09ad31043b0b939576d5206b064ca1807c4160fd,92.46,65,100.0,36,0,588,No,True,1
0xc97370f22ed5ac4c7b24a8e1ca9d81febb3b9457,87.19,98,100.0,63,0,874,No,True,1
0x48a9789428f2067338d02b1ef3612df64f05feb7,83.86,112,100.0,73,1,917,No,True,1
0x1b5b4fcedf1252cd92496a2fd5c593b39ac49b01,86.18,103,100.0,64,0,856,No,True,1
0x1aaed39ffb89233d990d22c3410039e85721fbc1,81.21,125,100.0,40,0,583,No,True,1
0x8200d84590eceb10c6471268930e2924f34e3d69,87.97,91,100.0,2,152,119,No,True,1
0x3399a3fedb73354c26883ae11c2c8d1941926289,85.94,105,100.0,23,0,539,No,True,1
0x2d5823e8e8b4dfbf599a97566ff2a121cc141d60,85.43,108,100.0,64,0,853,No,True,1
0x0516cf37b67235e07af38ad8e388d0e68089b0f2,84.88,109,100.0,65,0,835,No,True,1
0x7f85cf44e446a4b1aace2a28774e88cd6d4e3441,80.55,127,100.0,78,8,631,No,True,1
0x63bab39b89a156cc528b374c0109b77b4e343b53,89.75,81,100.0,30,2,599,No,True,1
0x631ab8eb40588543df900263f864b6376d56a587,77.84,142,100.0,64,0,675,No,True,1
0xc5afc3a0f462c5a387393421b6a253204a3be8d2,83.75,113,100.0,47,1,721,No,True,1
0xf20772b296bd6404ce845e966f46cd6be8fa384b,79.27,135,100.0,13,14,466,No,True,1
0xbc9a6ea3e32b05e87f3e3e0ddbb23fc0c62c61f3,85.87,106,100.0,6,0,554,No,True,1
0x29ee39be789ada5cbb2051f4bdd70dd735aed7d0,77.94,140,100.0,51,8,799,No,True,1
0xfa6e906dd9084d50be4b0e6ac13ef5b7186362e2,83.64,114,100.0,58,0,648,No,True,1
0xdaabbb932725cc1b3ca487ee174b59cbd6b0ec98,87.64,94,100.0,50,2,808,No,True,1
0x76ac6ad4e4e7c2e0b4ceeb30745bd53df3a85774,83.43,115,100.0,61,0,829,No,True,1
0x37b1884205cc47c2bf5cf5a0248946c4c0c85724,77.84,141,100.0,31,0,793,No,True,1
0x49087eb6f9529eb02a508fb820d7b4d0b52e4881,79.53,132,100.0,60,1,844,No,True,1
0x5ec17bcf1fb27dbc92e1a6389d9e127a61fae8b9,86.36,101,100.0,24,0,526,No,True,1
0x7a3bdee62dd34fac317ae61cd8b3ba7c27ada145,82.81,118,100.0,61,0,822,No,True,1
0x668fab5429f363f87c17b1d9f7eada702cadae1f,77.33,144,100.0,57,0,593,No,True,1
0x5574d6f75a59945a3d2e056d048816e11ce12bf8,79.48,133,100.0,54,2,695,No,True,1
0xf094c2406f91e946d8c4757a2f8c00d9ec4d703e,82.15,120,100.0,7,0,532,No,True,1
0x972a8b7d891b88220780421fe4d11f174354ceed,81.56,124,100.0,58,0,816,No,True,1
0xc1519857d37ba893680372b9299e4957bce800ab,91.45,70,100.0,17,0,549,No,True,1
0x696d181a7961ee66c42f1ebeddc0b48b106c45ad,77.11,145,100.0,79,2,765,No,True,1
0xad928e545cf5598802b3c601e04b0cfe6bf6351c,79.06,136,100.0,64,24,648,No,True,1
0x1b9da462d07512fa37021973d853b59debb761dd,81.96,122,100.0,66,0,785,No,True,1
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,81.88,123,100.0,59,0,814,No,True,1
0x14d607c20ff934b0d895577c6e80ab0cd6a8b322,73.9,162,100.0,47,0,653,No,True,1
0x8d4fcf8170a20ccc91fab546ee57bd01c930e608,80.46,128,100.0,84,13,593,No,True,1
0x981cac16246d9641be07bba6e19e304b74b173bc,76.79,148,100.0,13,13,700,No,True,1
0x7b0b35b416631f05f321fe74990817dca81cabde,77.37,143,100.0,83,4,629,No,True,1
0x3dbadc86d19416ec16d81aa07ff2609e6241e7e9,79.75,131,100.0,61,0,769,No,True,1
0x95f50cf888dfec90321dc376c1e695f15b081595,78.43,138,100.0,53,9,687,No,True,1
0x35e6fc00e3f190a8dfe15faa219368a01028ec14,79.89,130,100.0,55,0,798,No,True,1
0xc1da4cb564110e85399d4e8e311a818ff885c18c,76.86,147,100.0,1,306,0,Yes,True,1
0xe12305a06ecfc570c4e9ee664fb7e22901b3b842,76.56,150,100.0,2,221,1,No,True,1
0x6394e71bc502010b60377c92c901c2cbc2dcd175,76.73,149,100.0,15,1,482,No,True,1
0x24a000804704b9557466382a806b6baa31cf574c,79.94,129,100.0,64,0,531,No,True,1
0x613e052555ac74ff6af0fc64e40e8035c1e9dcf8,72.7,172,100.0,3,0,700,No,True,1
0xb4dc4c7460c58e7652cd615675a1f707ebb67e9a,81.12,126,100.0,62,0,688,No,True,1
0x022111936500251ea358a98cbb158d77580efb42,76.2,151,100.0,50,15,535,No,True,1
0x37ea22d0f551aa66d54605592b672f385b713dc4,74.19,157,100.0,51,0,707,No,True,1
0xc077c537727b07a6521332da75fa8966192f425d,85.63,107,100.0,53,0,608,No,True,1
0xfc32afc3b324b45323a77785f63a2c7108b04200,76.99,146,100.0,1,202,0,No,True,1
0xcf603a4b0d42337dd9fde4998c092adc9c6c7fdb,73.22,169,100.0,70,0,721,No,True,1
0x529408a6962bae6ca5328874d633738116b89b05,74.9,154,100.0,78,2,705,No,True,1
0x5b47ce248ea313841668a318afb9a5597d5efc23,73.6,164,100.0,71,2,654,No,True,1
0x5a0fd2d11f8b8c7c281efbf69519393e076ab416,69.86,185,100.0,10,0,456,No,True,1
0x75fd2bea5c16f587565770250d638d967f982953,73.37,166,100.0,116,3,662,No,True,1
0xdba62cba66bf4296208552d0495a0f05fed4214d,72.53,174,100.0,8,0,461,No,True,1
0x98289029b0d4bb73ead9eb1a3300ed724fcf6779,73.42,165,100.0,39,0,558,No,True,1
0x2929b126f3176d3fa3ff30c4eb7de604192ec840,70.22,180,100.0,26,0,467,No,True,1
0x938a49e24fd7a26149dd537019078d8a8f919290,70.0,183,100.0,66,0,656,No,True,1
0xbaa32387bd55553ec806622d524b12bbb8242a19,74.13,158,100.0,54,0,734,No,True,1
0xbc72198d65075fdad2ca7b8db79eff5b51c8b30d,69.95,184,100.0,6,141,233,No,True,1
0x529b59fbbf22b999c23fefbbed364feee3c12ba1,74.08,161,100.0,21,0,485,No,True,1
0x4680c9038bd1ace31d21441c609d58103491a73e,67.8,199,100.0,19,0,446,No,True,1
0x7324569e024192bbd12de41130029711f79315c3,69.64,187,100.0,20,0,459,No,True,1
0xa74cb71969c6476ec42b6fc740d9ce2a496afd5b,78.1,139,100.0,44,0,490,No,True,1
0xbb0244016a4dcb20c499b50e740083cfbb6c2f78,72.75,170,100.0,60,6,690,No,True,1
0x4f0347b0ed538544db7323bfb7536ff07b7915f1,79.39,134,100.0,33,0,484,No,True,1
0x5e0ad0493903459f8f6d75d412eaca6d94a691b3,71.89,176,100.0,12,0,452,No,True,1
0x764f1ea61f86c911dabd48d8a050a7acbb35dd33,67.03,204,100.0,9,0,448,No,True,1
0x8d07d225a769b7af3a923481e1fdf49180e6a265,70.31,178,100.0,72,24,785,No,True,1
0x13e35b33b929bd96a004ea88d1fec552b205a23b,72.73,171,100.0,65,1,576,No,True,1
0x4872a286645a3733daff9abc1d196fd4704b5c9b,75.0,153,100.0,45,0,470,No,True,1
0x5ff817a31c03828c9f8995fc8b70b2eab5e59acc,74.36,156,100.0,59,0,599,No,True,1
0x93442eb8f90330704cfb2ba5da88d6bdddae6aa9,71.26,177,100.0,5,0,603,No,True,1
0x2744a205b3a599508295e53d0290b949104d57f4,70.26,179,100.0,60,0,568,No,True,1
0x908e8e8084d660f8f9054aa8ad1b31380d04b08f,70.03,182,100.0,67,0,689,No,True,1
0x37d2445fdf9b83b58392dadc9cc29100c263b505,74.51,155,100.0,29,0,493,No,True,1
0xc309e2fbdcf9ded01452442307074ee2ca93d446,66.62,208,100.0,20,0,445,No,True,1
0x2dabd1c849b5adc1fb421e043ba53be6bb2aec62,75.25,152,100.0,31,0,485,No,True,1
0xd3d0e2141c998e64c1c7e2435064bb9785e8db24,67.94,198,100.0,305,0,561,No,True,1
0x33231c4171e4d6a864c05b6db61467ec2424efa5,73.28,168,100.0,71,8,593,No,True,1
0xcd790d0813bef3add5ddc1ae5589d3a9b526cadf,68.42,195,100.0,70,4,689,No,True,1
0xd6eff8f07caf3443a1178407d3de4129149d6ef6,69.64,186,100.0,4,0,633,No,True,1
0x48fae920b92b9408f88619ff5c217ecebaf563b8,68.46,193,100.0,22,0,774,No,True,1
0x15fab1cc5262d69853b1196f74d38c7fc96fc6d7,66.0,212,100.0,74,2,589,No,True,1
0x4fb63d01dc521fceeabac44e57bc675077656deb,67.97,197,100.0,43,0,470,No,True,1
0x46331769a8a01947e07c310704893076a3409d36,68.43,194,100.0,64,0,568,No,True,1
0x3c6e78a279ca78088a939d80968feffcd517190a,69.25,189,100.0,66,1,565,No,True,1
0xbcd8fc34307cc53755b6082c41b6ba643fbc6f99,66.05,211,100.0,46,1,573,No,True,1
0x36d9b6a89196042b5450b4687aa7c5c315c22aa9,68.84,191,100.0,35,0,452,No,True,1
0x1f2910331d564341ba9a9762f2b7eca182230b2f,65.32,214,100.0,36,4,764,No,True,1
0x79ccedbefbfe6c95570d85e65f8b0ac0d6bd017b,69.3,188,100.0,49,0,669,No,True,1
0x736ed70a9059978a9c7733cd65e780f0c7bd162c,67.07,203,100.0,33,0,466,No,True,1
0xcd0b67a61e5e8f4616c19e421e929813b6d947df,66.74,207,100.0,81,1,542,No,True,1
0x119383b0051e920d6161cee971247d625b8d69cb,69.24,190,100.0,46,0,666,No,True,1
0x54ead1d36a2752d6ce8697dbcdb26040b63c402b,61.99,243,100.0,21,0,409,No,True,1
0xbd1f7d88c76a86c60d41bddd4819fae404e7151e,65.8,213,100.0,159,0,756,No,True,1
0xc83c3b46d8e622b9c7b540872c6af8636ddc1d17,67.66,200,100.0,56,11,515,No,True,1
0x32a59b87352e980dd6ab1baf462696d28e63525d,64.41,222,100.0,118,1,764,No,True,1
0xfa778a2bd937a8e17ea0ea15f9c1a3e97d81ade1,64.06,224,100.0,28,6,403,No,True,1
0xfdab3be33284ef68442f55535ffc0b1fcbad2b62,64.92,219,100.0,57,5,593,No,True,1
0x770bebe5946907cee4dfe004f1648ac435a9d5bb,68.56,192,100.0,54,0,649,No,True,1
0xba8765802198e5c19f2ba8fe9b0da2b225927aaf,62.73,238,100.0,56,0,508,No,True,1
0x77c9e49073d9830723195f3788570c2c36c97688,67.55,201,100.0,63,4,552,No,True,1
0x7da0e97cb78832463914392b5d414c1befa1fb01,64.3,223,100.0,63,0,652,No,True,1
0x247e0896706bb09245549e476257a0a1129db418,67.3,202,100.0,3,2,539,No,True,1
0x40de3299bd8a10d8ac3f32c1a55de40640cf9b75,66.82,205,100.0,42,0,451,No,True,1
0xa8293dd8eb52564a35b8357a539146321b934153,66.76,206,100.0,51,0,602,No,True,1
0xf84c58dc674b8f29f3d5b56f561817e3920f9a63,62.54,239,100.0,34,0,406,No,True,1
0x515fad9044494cd323b211c2f1eec80c1098f4f2,64.93,218,100.0,51,2,550,No,True,1
0x385a3911ff5b1f4ce3fefe3b430edf5792fd4044,63.66,227,100.0,282,0,531,No,True,1
0x31a406efbd18897c85a028ca2ad9bbf06febaa2c,68.18,196,100.0,51,0,463,No,True,1
0x265445e894efab864663c64a62c1555084fdf94c,63.62,228,100.0,281,0,532,No,True,1
0x026b9a9c57734558ee78e1561049b6b548733395,63.97,225,100.0,1,177,0,No,False,1
0xfbf0736eb2ac1c4bb0193ae54c53e182b18037fc,66.31,210,100.0,64,0,503,No,True,1
0x021c5536bd60bce9f15fb0e32746e332e3fbfaf4,74.1,160,100.0,1,168,0,No,True,1
0xa4b2c652b4052729ab35f6a6ffc0c22bad7bdba8,63.6,229,100.0,53,1,556,No,True,1
0x7d9a6083bd1a89115782bbe602088e10a5dd01a6,73.65,163,100.0,26,0,454,No,True,1
0xd2b2f14e25ccf9e7d62611586c2fee55bd96436a,63.75,226,100.0,43,6,546,No,True,1
0x7c8b82d1677a198cb14331be465766fbbd836e7f,61.07,254,100.0,1,197,129,No,True,1
0x95e9ffc26cb33fa701a56862cd6e2b4c96cb444e,63.33,233,100.0,41,0,417,No,True,1
0x3eb72a65f9322d3f30167cff9fc9fcbb23d61cfd,65.18,215,100.0,77,1,623,No,True,1
0x085ed975a8b6b860de3c2b871da60a3f9f48a5b8,61.28,253,100.0,42,0,528,No,True,1
0x096edfe03c04d91d1f297662092ac1b336e6d427,60.27,267,100.0,22,86,103,No,True,1
0x416365993481e52e0472e7417656276d4e147a00,63.25,236,100.0,74,2,531,No,True,1
0xa24a81bcebbeeb8e6687babf99bb4d0f72c22af5,63.49,231,100.0,52,0,506,No,True,1
0x347bb83e4ab465c8c6b7afab3beb373410a9cae2,60.68,258,100.0,46,0,544,No,True,1
0x33482803274c5e08661843636dcee8e9a68c7252,60.65,259,100.0,47,0,543,No,True,1
0xea5bbad59c45a02ac0b0f48c9b4b7ccbccd73c36,62.46,240,100.0,63,2,485,No,True,1
0x9744ab296781536b76a12ad6d48baba814b866e7,74.11,159,100.0,15,0,425,No,True,1
0x9e73201903164d3b476505f3c54f86cdcd4010df,60.46,262,100.0,47,0,541,No,True,1
0x26871b48edad35f81901ab9002e656e594397e7d,65.06,216,100.0,9,0,547,No,True,1
0x0585c0d0aedf071a07992ad650bdc047cef0c04f,60.41,264,100.0,47,0,541,No,True,1
0xc3d6f21c79c2567a1858d8b93a4edbd9db399d9d,61.89,244,100.0,2,161,1,No,True,1
0x427a33234faacb6b3acd1a5a27d9f8bec358e3c9,66.42,209,100.0,19,26,315,No,True,1
0x4e70bd663b20bb64db6172f5c871bd41c1cc7298,61.72,245,100.0,52,1,533,No,True,1
0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61,70.18,181,100.0,55,1,513,No,True,1
0x382cab376440f92d4943f8b47dd45645cf98be0c,61.51,251,100.0,67,2,574,No,True,1
0xc4916b8a736db8b9819ccc4729240f1d8a88c5f6,60.9,257,100.0,275,0,506,No,True,1
0x4aef8b6ca98ca20087e6b0827a50868172a32afd,64.98,217,100.0,43,0,610,No,True,1
0x69389398e4d903b02010e20d308ee58ea8d6d714,60.0,269,100.0,46,0,539,No,True,1
0xc85fcc44005a1d24142c6b347a0256b5e9306c10,61.51,250,100.0,66,3,584,No,True,1
0xfbe6915fb22dfe6b42a7c50b43b45bf692681e5d,59.87,271,100.0,46,0,538,No,True,1
0x99d305dfc38cefa91cb1129387681ede4c93e87d,59.87,273,100.0,46,0,538,No,True,1
0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,63.31,234,100.0,62,1,496,No,True,1
0x9fd9bb687696f19038892989876bd6dc96abd769,59.69,277,100.0,46,0,534,No,True,1
0x82e88356396eb8d4645dc09dfd2c5821b5f88fbe,60.92,256,100.0,34,0,396,No,True,1
0x949ad06a4c904cd0b31ae2f56aae0ec68c16ccac,59.63,279,100.0,46,0,535,No,True,1
